Направление подготовки,Места 2019,Подавшие 2019,Конкурс 2019,Места 2020,Подавшие 2020,Конкурс 2020,Места 2021,Подавшие 2021,Конкурс 2021,Места 2022,Подавшие 2022,Конкурс 2022,Места 2023,Подавшие 2023,Конкурс 2023,Места 2024,Подавшие 2024,Конкурс 2024
"Антропология и этнология (Антропология и этнология)",18,179,"9,94",18,212,"11,78",18,259,"14,39",19,263,"13,84",16,254,"15,88",15,201,"13,40"
"Востоковедение и африканистика (Современное политическое развитие стран Азии и Африки - арабский язык)",7,406,"58,00",4,286,"71,50",,,,,5,588,"148,50",2,625,"312,50",14,244,"24,00"
"Востоковедение и африканистика (Современное политическое развитие стран Азии и Африки - китайский язык)",4,438,"109,50",4,496,"124,00",,,,,5,927,"234,00",2,870,"435,00",16,366,"36,00"
"Востоковедение и африканистика (Современное политическое развитие стран Азии и Африки - язык суахили)",,,,,,,,,,,4,446,"111,50",4,298,"74,50"
"Востоковедение и африканистика (Турция и тюркский мир на пространстве Большой Евразии)",,,,,,,,,,,6,689,"114,83",5,439,"87,80"
"Востоковедение и африканистика (Современный Иран и Персидское наследие на пространстве Большой Евразии)",,,,,,,,,,,,,5,357,"71,40"
"Востоковедение и африканистика (Языки, история и словесность Индии)",,,,,,,,,,,,,5,303,"60,60"
"Документоведение и архивоведение (Архивы в России и за рубежом)",,,,,,,,,11,496,"45,09",11,579,"52,64",12,498,"41,50"
"Документоведение и архивоведение (Аудиовизуальные, научно-технические и экономические архивы)",,,,,24,377,"15,71",10,242,"24,20",7,528,"88,83",6,413,"68,83",6,291,"48,50"
"Документоведение и архивоведение (Государственные и муниципальные архивы)",,,,,25,411,"16,44",5,341,"68,20",11,704,"72,20",9,535,"59,44",11,542,"49,27"
"Документоведение и архивоведение (Интеллектуальные системы в управлении документами)",,,,,,,,,,,,,5,337,"67,40"
"Документоведение и архивоведение (Экспертная оценка и реставрация архивных документов)",,,,,,,,,11,679,"69,70",11,529,"48,09",
"Журналистика (Мультимедийная журналистика и современные медиатехнологии; Современные визуальные медиа)",8,677,"84,63",9,932,"103,56",7,756,"108,00",8,820,"119,71",,,23,671,"83,50"
"Интеллектуальные системы в гуманитарной сфере (Разработка и программирование интеллектуальных систем в гуманитарной сфере)",18,395,"21,94",20,354,"17,70",17,360,"21,18",18,675,"37,50",7,305,"43,57",7,307,"43,86"
"История (История)",11,355,"32,27",14,661,"47,21",15,803,"53,53",16,1618,"116,43",12,1734,"144,50",15,1153,"76,87"
"История (История Древней Греции и Рима)",6,228,"38,00",9,236,"26,22",5,426,"85,20",7,985,"140,71",4,655,"163,75",4,501,"137,50"
"История (История и культура Латинской Америки)",6,144,"24,00",8,173,"21,63",6,310,"51,67",8,814,"117,14",4,587,"146,75",,
"История (История международных отношений: Россия и мир)",,,,,,,,,,,4,975,"243,75",3,726,"242,00"
"История (Компаративистика (история, литература, культура России и страны специализации))",11,222,"20,18",16,237,"14,81",11,354,"32,18",15,968,"70,07",11,897,"81,55",,
"Клиническая психология (Патопсихологическая диагностика и психотерапия; Нейропсихологическая диагностика и нейрореабилитация)",12,488,"40,67",14,569,"40,64",7,551,"78,71",8,518,"75,71",4,1136,"284,00",9,1058,"117,56"
"Лингвистика (Перевод и переводоведение)",,,,,11,1647,"149,73",3,1591,"530,33",,2,2783,"1391,50",2,1686,"843,00"
"Лингвистика (Язык и коммуникация)",,,,,,,,,3,2599,"866,33",,3,1646,"548,67"
"Международные отношения (Международные отношения Евразии (Россия и страны евразийского пространства))",,,,,,,,,1,727,"727,00",,17,5175,"51,00"
"Международные отношения (Мировая политика и международный бизнес; Международная безопасность)",17,1100,"64,71",20,1371,"68,55",13,1401,"107,77",14,1023,"81,46",7,1154,"164,86",9,1075,"119,44"
"Политология (Государственная политика и управление; политический менеджмент)",12,480,"40,00",15,623,"41,53",7,857,"122,43",10,1100,"125,78",3,664,"221,33",4,564,"141,00"
"Прикладная информатика (Прикладная информатика в гуманитарной сфере)",,,,,25,460,"18,40",24,291,"12,13",27,774,"28,67",,25,542,"21,68"
"Психология служебной деятельности (Психология менеджмента и организационное консультирование)",13,411,"31,62",15,391,"26,07",10,450,"45,00",5,343,"86,50",5,694,"138,80",9,553,"61,44"
"Психолого-педагогическое образование (Психолого-педагогическое консультирование; Психологическая помощь в образовании)",12,349,"29,08",13,314,"24,15",10,303,"30,30",13,245,"21,33",14,675,"48,21",19,490,"25,79"
"Религиоведение (История религий)",15,120,"8,00",17,179,"10,53",12,104,"8,67",10,131,"13,10",13,141,"10,85",15,137,"9,13"
"Социология (Социология маркетинга)",16,1019,"63,69",,,,,18,1452,"92,94",16,1585,"63,40",12,992,"82,67"
"Теология (Историческая теология иудаизма)",,,,,,,,,3,46,"15,33",3,97,"32,33"
"Филология (Зарубежная филология (классическая филология))",6,407,"67,83",7,553,"79,00",7,861,"123,00",6,840,"170,40",3,1616,"538,67",7,1126,"160,86"
"Филология (Зарубежная филология (компаративистика: языки, литература, культура России и страны специализации))",8,711,"88,88",,,,,8,1112,"139,00",7,861,"146,00",3,1369,"456,33",7,1009,"144,14"
"Философия (Европейская философия; Восточная философия)",19,534,"28,11",22,526,"23,91",13,47,"36,62",12,499,"46,27",22,762,"34,64",22,592,"26,91"
